"Date end",Size,"Clan tag","Clan name","Clan stars","Clan destruction","Opponent tag","Opponent name","Opponent stars","Opponent destruction",Result
"2020-03-28 18:59:47",10,#29RYVJ8C8,Psychole!,27,86.6,#GVQ9220Q,"German Warriors",17,69.8,win
"2020-03-25 21:04:24",15,#29RYVJ8C8,Psychole!,40,94.333336,#99LC2JRC,"Jacky's Crue",43,97.26667,lose
"2020-03-23 20:30:01",15,#29RYVJ8C8,Psychole!,40,95.333336,#VJC22QJY,Могиканы,41,93.333336,lose
"2020-03-21 19:29:15",15,#29RYVJ8C8,Psychole!,42,98.46667,#GUQRLRY8,"UZBEK CLAN",10,24.666666,win
"2020-03-18 17:10:49",10,#29RYVJ8C8,Psychole!,23,84.7,#JC00J8CL,"THE KING EMPIRE",26,89.3,lose
"2020-03-16 17:42:50",10,#29RYVJ8C8,Psychole!,27,93.2,#29CRGQ0LC,"The Raptor Pack",23,87.3,win
"2020-03-14 17:57:40",10,#29RYVJ8C8,Psychole!,28,96.2,#28QC828JG,"Kinjeng lanang",21,74.1,win
"2020-03-12 18:29:28",15,#29RYVJ8C8,Psychole!,37,87,#YY2RLVCC,WiNnErS!!!,42,95,lose
"2020-02-27 19:24:12",30,#29RYVJ8C8,Psychole!,78,92.63333,#80CJR0R2,Celluclan,75,87.4,win
"2020-02-25 07:09:46",15,#29RYVJ8C8,Psychole!,42,98.53333,#YCP0LG0G,"2nd warrior",40,92.066666,win
"2020-02-22 17:39:26",20,#29RYVJ8C8,Psychole!,56,96.65,#CCLYQC2R,"آنا یوردوم",54,93.4,win
"2020-02-20 17:52:15",15,#29RYVJ8C8,Psychole!,42,98.8,#220G8C0,"foz Team clan",40,92.53333,win
"2020-02-18 18:11:39",10,#29RYVJ8C8,Psychole!,27,94.2,#98Q8RUPJ,€xpendables,23,86.8,win
"2020-02-15 17:33:37",15,#29RYVJ8C8,Psychole!,21,66.4,#PRC0UQ9C,Тверь,35,84.26667,lose
"2020-02-13 17:59:57",15,#29RYVJ8C8,Psychole!,37,84.4,#9LVLPRJY,"arctic 2",40,92.13333,lose
"2020-02-11 18:22:18",15,#29RYVJ8C8,Psychole!,41,94.86667,#2892UR992,"Ragnar Lodbrok",37,90,win
"2020-01-31 21:05:59",15,#29RYVJ8C8,Psychole!,35,87,#20JCQU2L,lifeisjoke,43,98.26667,lose
"2020-01-29 20:10:29",10,#29RYVJ8C8,Psychole!,25,91.7,#2JC0Q9YU,"Vieux Schnocks",28,95.7,lose
"2020-01-27 20:14:58",15,#29RYVJ8C8,Psychole!,38,87.4,#9GCQQQ22,Lietuva,42,95.13333,lose
"2020-01-25 20:44:21",15,#29RYVJ8C8,Psychole!,44,98.86667,#28VCPJ9CY,"The Beverages",27,65.933334,win
"2020-01-23 20:21:05",10,#29RYVJ8C8,Psychole!,22,83.1,#88RQ8YY0,donaresempre,29,97.8,lose
"2020-01-21 19:52:47",15,#29RYVJ8C8,Psychole!,38,92.4,#29VP9RU2J,buoiaa,36,86.6,win
"2020-01-19 20:00:52",15,#29RYVJ8C8,Psychole!,42,94.53333,#29LJUJ2C8,TOXIC,37,86.933334,win
"2020-01-16 19:02:07",15,#29RYVJ8C8,Psychole!,31,75.2,#2P9QJ0PC2,SpecialKlub,43,95.933334,lose
"2020-01-14 14:55:18",10,#29RYVJ8C8,Psychole!,23,88.3,#280RG8PLY,BlackHell,20,77.5,win
"2020-01-11 21:07:46",10,#29RYVJ8C8,Psychole!,28,96.6,#29YU22P98,_ayyıldız_team2,21,81.7,win
"2020-01-09 21:29:31",15,#29RYVJ8C8,Psychole!,39,90.46667,#CLURGYUJ,DANGEROUS,41,94.8,lose
"2020-01-07 21:13:25",10,#29RYVJ8C8,Psychole!,29,98.8,#CQ9Q09U0,blprpet,26,88.8,win
"2020-01-05 20:57:15",10,#29RYVJ8C8,Psychole!,20,82.4,#JL0CJL99,CARLOS,29,96.6,lose
"2020-01-02 10:18:11",10,#29RYVJ8C8,Psychole!,26,93.2,#2PPVU2G9R,哦豁,18,65.6,win
