"Date end",Size,"Clan tag","Clan name","Clan stars","Clan destruction","Opponent tag","Opponent name","Opponent stars","Opponent destruction",Result
"2024-05-12 18:44:41",25,#P0J2J8GJ,"coc masters PL",69,97.04,#20YQR2R2,euskaldunak,71,96.88,lose
"2024-04-23 20:48:41",20,#P0J2J8GJ,"coc masters PL",59,99.55,#VJJRJPRV,¡TITANES!,43,80,win
"2024-04-19 21:40:16",20,#P0J2J8GJ,"coc masters PL",51,96.3,#CRUUV9C,DarkGod,60,100,lose
"2024-03-27 21:59:19",20,#P0J2J8GJ,"coc masters PL",53,94.15,#L28U0C2V,"اسود سوريا",60,100,lose
"2024-03-23 20:23:09",15,#P0J2J8GJ,"coc masters PL",43,99.2,#2PVRJGVUV,青洲山瘋人院,39,92.07,win
"2024-03-21 20:46:01",20,#P0J2J8GJ,"coc masters PL",53,93.9,#PGCCYU2R,"Die Krieger",54,91.55,lose
"2024-03-19 20:09:46",20,#P0J2J8GJ,"coc masters PL",51,90,#2UU098QQ,"terminator 1.0",48,86.55,win
"2024-03-13 19:50:10",25,#P0J2J8GJ,"coc masters PL",71,95.44,#L2YGPP0C,"دهه شصتيا",57,80,win
"2024-02-21 20:32:18",25,#P0J2J8GJ,"coc masters PL",66,93.92,#20LGC98GU,JAPAN連合軍,69,95.64,lose
"2024-02-16 20:28:55",20,#P0J2J8GJ,"coc masters PL",48,88.1,#VGGQJU9,"les francs",51,90.1,lose
"2024-02-14 20:30:15",20,#P0J2J8GJ,"coc masters PL",49,90.2,#28LCC9YLR,"FARM OF NORWAY",54,96,lose
"2024-01-29 18:17:27",25,#P0J2J8GJ,"coc masters PL",64,94.64,#VQ9VY8GQ,"LORD OF WAR.",64,91.48,win
"2024-01-27 19:13:07",25,#P0J2J8GJ,"coc masters PL",66,92.6,#2C0Y8JC9,"! ALYAS !POGI!",59,82,win
"2024-01-23 19:21:32",20,#P0J2J8GJ,"coc masters PL",54,94.95,#2CRUGRC0,INSURGENTII,47,81.4,win
"2024-01-18 20:27:22",10,#P0J2J8GJ,"coc masters PL",25,86.5,#Q9P92988,ישראל,26,95.8,lose
"2023-12-30 18:42:03",25,#P0J2J8GJ,"coc masters PL",71,94.88,#20VR09L8L,Tchouloby,70,97.92,win
"2023-12-26 19:32:03",5,#P0J2J8GJ,"coc masters PL",15,100,#2G0P09UQR,"Fox box",14,94.2,win
